Date,OfficialRate,ParallelRate,GapAbs,GapPct,DataFreshnessUTC
2025-08-22,140.66,,,,2026-04-17T12:38:03.168615+00:00
2025-08-25,141.8843,,,,2026-04-17T12:38:03.168615+00:00
2025-08-26,143.0381,,,,2026-04-17T12:38:03.168615+00:00
2025-08-27,144.3732,,,,2026-04-17T12:38:03.168615+00:00
2025-08-28,145.7453,,,,2026-04-17T12:38:03.168615+00:00
2025-08-29,147.0825,,,,2026-04-17T12:38:03.168615+00:00
2025-09-01,148.444,,,,2026-04-17T12:38:03.168615+00:00
2025-09-02,149.4677,,,,2026-04-17T12:38:03.168615+00:00
2025-09-03,150.7952,,,,2026-04-17T12:38:03.168615+00:00
2025-09-04,151.7627,,,,2026-04-17T12:38:03.168615+00:00
2025-09-05,152.8216,,,,2026-04-17T12:38:03.168615+00:00
2025-09-08,154.0108,,,,2026-04-17T12:38:03.168615+00:00
2025-09-09,154.9825,,,,2026-04-17T12:38:03.168615+00:00
2025-09-10,156.3739,,,,2026-04-17T12:38:03.168615+00:00
2025-09-11,157.7287,,,,2026-04-17T12:38:03.168615+00:00
2025-09-12,158.9289,,,,2026-04-17T12:38:03.168615+00:00
2025-09-16,160.4479,,,,2026-04-17T12:38:03.168615+00:00
2025-09-17,161.888,,,,2026-04-17T12:38:03.168615+00:00
2025-09-18,163.6474,,,,2026-04-17T12:38:03.168615+00:00
2025-09-19,165.4101,,,,2026-04-17T12:38:03.168615+00:00
2025-09-22,166.5834,,,,2026-04-17T12:38:03.168615+00:00
2025-09-23,168.4157,,,,2026-04-17T12:38:03.168615+00:00
2025-09-24,169.9761,,,,2026-04-17T12:38:03.168615+00:00
2025-09-25,171.8458,,,,2026-04-17T12:38:03.168615+00:00
2025-09-26,173.7361,,,,2026-04-17T12:38:03.168615+00:00
2025-09-29,175.6471,,,,2026-04-17T12:38:03.168615+00:00
2025-09-30,177.6143,,,,2026-04-17T12:38:03.168615+00:00
2025-10-01,179.4308,,,,2026-04-17T12:38:03.168615+00:00
2025-10-02,181.3037,,,,2026-04-17T12:38:03.168615+00:00
2025-10-03,183.1369,,,,2026-04-17T12:38:03.168615+00:00
2025-10-06,185.3983,,,,2026-04-17T12:38:03.168615+00:00
2025-10-07,187.2893,,,,2026-04-17T12:38:03.168615+00:00
2025-10-08,189.2594,,,,2026-04-17T12:38:03.168615+00:00
2025-10-09,191.3661,,,,2026-04-17T12:38:03.168615+00:00
2025-10-10,193.2996,,,,2026-04-17T12:38:03.168615+00:00
2025-10-13,195.2491,,,,2026-04-17T12:38:03.168615+00:00
2025-10-14,197.2456,,,,2026-04-17T12:38:03.168615+00:00
2025-10-15,199.1072,,,,2026-04-17T12:38:03.168615+00:00
2025-10-16,201.4665,,,,2026-04-17T12:38:03.168615+00:00
2025-10-17,203.742,,,,2026-04-17T12:38:03.168615+00:00
2025-10-20,205.6754,,,,2026-04-17T12:38:03.168615+00:00
2025-10-21,207.8938,,,,2026-04-17T12:38:03.168615+00:00
2025-10-22,210.2825,,,,2026-04-17T12:38:03.168615+00:00
2025-10-23,212.4837,,,,2026-04-17T12:38:03.168615+00:00
2025-10-24,214.419,,,,2026-04-17T12:38:03.168615+00:00
2025-10-27,216.3714,,,,2026-04-17T12:38:03.168615+00:00
2025-10-28,218.17,,,,2026-04-17T12:38:03.168615+00:00
2025-10-29,219.8737,,,,2026-04-17T12:38:03.168615+00:00
2025-10-30,221.7438,,,,2026-04-17T12:38:03.168615+00:00
2025-10-31,223.6459,,,,2026-04-17T12:38:03.168615+00:00
2025-11-03,223.9622,,,,2026-04-17T12:38:03.168615+00:00
2025-11-04,224.3762,,,,2026-04-17T12:38:03.168615+00:00
2025-11-05,226.1305,,,,2026-04-17T12:38:03.168615+00:00
2025-11-06,227.5567,,,,2026-04-17T12:38:03.168615+00:00
2025-11-07,228.4796,,,,2026-04-17T12:38:03.168615+00:00
2025-11-10,231.0462,,,,2026-04-17T12:38:03.168615+00:00
2025-11-11,231.0938,,,,2026-04-17T12:38:03.168615+00:00
2025-11-12,233.0458,,,,2026-04-17T12:38:03.168615+00:00
2025-11-13,233.5576,,,,2026-04-17T12:38:03.168615+00:00
2025-11-14,234.8715,,,,2026-04-17T12:38:03.168615+00:00
2025-11-17,236.4601,,,,2026-04-17T12:38:03.168615+00:00
2025-11-18,236.8389,,,,2026-04-17T12:38:03.168615+00:00
2025-11-19,237.7505,,,,2026-04-17T12:38:03.168615+00:00
2025-11-20,240.3209,,,,2026-04-17T12:38:03.168615+00:00
2025-11-21,241.578,,,,2026-04-17T12:38:03.168615+00:00
2025-11-25,243.1105,,,,2026-04-17T12:38:03.168615+00:00
2025-11-26,243.5727,,,,2026-04-17T12:38:03.168615+00:00
2025-11-27,244.6504,,,,2026-04-17T12:38:03.168615+00:00
2025-11-28,245.6697,,,,2026-04-17T12:38:03.168615+00:00
2025-12-01,247.3003,,,,2026-04-17T12:38:03.168615+00:00
2025-12-02,247.4071,,,,2026-04-17T12:38:03.168615+00:00
2025-12-03,249.1989,,,,2026-04-17T12:38:03.168615+00:00
2025-12-04,251.8867,,,,2026-04-17T12:38:03.168615+00:00
2025-12-05,254.8705,,,,2026-04-17T12:38:03.168615+00:00
2025-12-09,257.9287,,,,2026-04-17T12:38:03.168615+00:00
2025-12-10,262.1036,,,,2026-04-17T12:38:03.168615+00:00
2025-12-11,265.0662,,,,2026-04-17T12:38:03.168615+00:00
2025-12-12,267.7499,,,,2026-04-17T12:38:03.168615+00:00
2025-12-15,270.7893,,,,2026-04-17T12:38:03.168615+00:00
2025-12-16,273.5861,,,,2026-04-17T12:38:03.168615+00:00
2025-12-17,276.5769,,,,2026-04-17T12:38:03.168615+00:00
2025-12-18,279.5629,,,,2026-04-17T12:38:03.168615+00:00
2025-12-19,282.5128,,,,2026-04-17T12:38:03.168615+00:00
2025-12-22,285.4024,,,,2026-04-17T12:38:03.168615+00:00
2025-12-23,288.4494,,,,2026-04-17T12:38:03.168615+00:00
2025-12-26,291.3524,,,,2026-04-17T12:38:03.168615+00:00
2025-12-29,294.9699,,,,2026-04-17T12:38:03.168615+00:00
2025-12-30,298.1431,,,,2026-04-17T12:38:03.168615+00:00
2026-01-02,301.3709,,,,2026-04-17T12:38:03.168615+00:00
2026-01-05,304.6796,,,,2026-04-17T12:38:03.168615+00:00
2026-01-06,308.1546,,,,2026-04-17T12:38:03.168615+00:00
2026-01-07,311.8814,,,,2026-04-17T12:38:03.168615+00:00
2026-01-08,321.0323,,,,2026-04-17T12:38:03.168615+00:00
2026-01-09,325.3894,,,,2026-04-17T12:38:03.168615+00:00
2026-01-13,330.3751,,,,2026-04-17T12:38:03.168615+00:00
2026-01-14,336.4596,,,,2026-04-17T12:38:03.168615+00:00
2026-01-15,339.1495,,,,2026-04-17T12:38:03.168615+00:00
2026-01-16,341.7425,,,,2026-04-17T12:38:03.168615+00:00
2026-01-20,344.5071,,,,2026-04-17T12:38:03.168615+00:00
2026-01-21,347.2631,,,,2026-04-17T12:38:03.168615+00:00
2026-01-22,349.9272,,,,2026-04-17T12:38:03.168615+00:00
2026-01-23,352.7063,,,,2026-04-17T12:38:03.168615+00:00
2026-01-26,355.5528,,,,2026-04-17T12:38:03.168615+00:00
2026-01-27,358.9247,,,,2026-04-17T12:38:03.168615+00:00
2026-01-28,361.4906,,,,2026-04-17T12:38:03.168615+00:00
2026-01-29,363.6623,,,,2026-04-17T12:38:03.168615+00:00
2026-01-30,367.3069,,,,2026-04-17T12:38:03.168615+00:00
2026-02-02,370.2544,,,,2026-04-17T12:38:03.168615+00:00
2026-02-03,372.1057,,,,2026-04-17T12:38:03.168615+00:00
2026-02-04,375.0825,,,,2026-04-17T12:38:03.168615+00:00
2026-02-05,378.4582,,,,2026-04-17T12:38:03.168615+00:00
2026-02-06,381.1074,,,,2026-04-17T12:38:03.168615+00:00
2026-02-09,382.6318,,,,2026-04-17T12:38:03.168615+00:00
2026-02-10,385.272,,,,2026-04-17T12:38:03.168615+00:00
2026-02-11,388.7394,,,,2026-04-17T12:38:03.168615+00:00
2026-02-12,390.2944,,,,2026-04-17T12:38:03.168615+00:00
2026-02-13,393.2216,,,,2026-04-17T12:38:03.168615+00:00
2026-02-14,,531.14,,,2026-04-17T12:38:03.168615+00:00
2026-02-15,,535.43,,,2026-04-17T12:38:03.168615+00:00
2026-02-16,,535.21,,,2026-04-17T12:38:03.168615+00:00
2026-02-17,,532.94,,,2026-04-17T12:38:03.168615+00:00
2026-02-18,396.3674,559.75,163.38260000000002,0.4121998933312882,2026-04-17T12:38:03.168615+00:00
2026-02-19,398.7456,579.39,180.64439999999996,0.45303170743451454,2026-04-17T12:38:03.168615+00:00
2026-02-20,402.3343,574.09,171.75570000000005,0.42689798011255825,2026-04-17T12:38:03.168615+00:00
2026-02-21,,572.77,,,2026-04-17T12:38:03.168615+00:00
2026-02-22,,563.62,,,2026-04-17T12:38:03.168615+00:00
2026-02-23,405.3518,584.49,179.13819999999998,0.4419326619494473,2026-04-17T12:38:03.168615+00:00
2026-02-24,407.3786,608.28,200.90139999999997,0.4931564888288191,2026-04-17T12:38:03.168615+00:00
2026-02-25,411.0857,606.14,195.0543,0.4744857337533269,2026-04-17T12:38:03.168615+00:00
2026-02-26,414.0455,610.92,196.87449999999995,0.47549001257108203,2026-04-17T12:38:03.168615+00:00
2026-02-27,417.3579,603.32,185.96210000000008,0.44556985742931926,2026-04-17T12:38:03.168615+00:00
2026-03-02,419.9873,,,,2026-04-17T12:38:03.168615+00:00
2026-03-03,421.8772,,,,2026-04-17T12:38:03.168615+00:00
2026-03-04,425.6741,,,,2026-04-17T12:38:03.168615+00:00
2026-03-05,427.9302,,,,2026-04-17T12:38:03.168615+00:00
2026-03-06,431.0113,,,,2026-04-17T12:38:03.168615+00:00
2026-03-09,433.1664,,,,2026-04-17T12:38:03.168615+00:00
2026-03-10,436.2419,,,,2026-04-17T12:38:03.168615+00:00
2026-03-11,438.205,,,,2026-04-17T12:38:03.168615+00:00
2026-03-12,440.9657,,,,2026-04-17T12:38:03.168615+00:00
2026-03-13,443.2587,,,,2026-04-17T12:38:03.168615+00:00
2026-03-15,,630.72,,,2026-04-17T12:38:03.168615+00:00
2026-03-16,446.8048,648.69,201.88520000000005,0.4518420572026085,2026-04-17T12:38:03.168615+00:00
2026-03-17,448.3686,662.81,214.44139999999993,0.4782703338280154,2026-04-17T12:38:03.168615+00:00
2026-03-18,451.5072,665.16,213.65279999999996,0.473199098486137,2026-04-17T12:38:03.168615+00:00
2026-03-19,,662.37,,,2026-04-17T12:38:03.168615+00:00
2026-03-20,455.2547,656.02,200.76529999999997,0.44099555699260207,2026-04-17T12:38:03.168615+00:00
2026-03-21,,655.42,,,2026-04-17T12:38:03.168615+00:00
2026-03-22,,656.24,,,2026-04-17T12:38:03.168615+00:00
2026-03-23,457.0757,659.65,202.5743,0.4431963895696052,2026-04-17T12:38:03.168615+00:00
2026-03-24,459.4525,662.99,203.53750000000002,0.4430000925014012,2026-04-17T12:38:03.168615+00:00
2026-03-25,462.6687,678.37,215.7013,0.4662111355274303,2026-04-17T12:38:03.168615+00:00
2026-03-26,466.6014,666.03,199.42859999999996,0.42740677589051373,2026-04-17T12:38:03.168615+00:00
2026-03-27,468.5145,661.84,193.32550000000003,0.41263504117802124,2026-04-17T12:38:03.168615+00:00
2026-03-28,,666.78,,,2026-04-17T12:38:03.168615+00:00
2026-03-29,,666.5,,,2026-04-17T12:38:03.168615+00:00
2026-03-30,471.7004,656.39,184.68959999999998,0.39154005381381907,2026-04-17T12:38:03.168615+00:00
2026-03-31,473.8702,656.57,182.69980000000004,0.3855481944211728,2026-04-17T12:38:03.168615+00:00
2026-04-01,473.9176,652.97,179.05240000000003,0.3778133582715646,2026-04-17T12:38:03.168615+00:00
2026-04-02,,651.98,,,2026-04-17T12:38:03.168615+00:00
2026-04-03,,643.94,,,2026-04-17T12:38:03.168615+00:00
2026-04-04,,633.35,,,2026-04-17T12:38:03.168615+00:00
2026-04-05,,629.5,,,2026-04-17T12:38:03.168615+00:00
2026-04-06,474.0598,634.95,160.89020000000005,0.33938798438509243,2026-04-17T12:38:03.168615+00:00
2026-04-07,474.5338,634.52,159.9862,0.33714395054683144,2026-04-17T12:38:03.168615+00:00
2026-04-08,475.0083,635.85,160.8417,0.33860818853060043,2026-04-17T12:38:03.168615+00:00
2026-04-09,475.9583,634.87,158.9117,0.33387735858372464,2026-04-17T12:38:03.168615+00:00
2026-04-10,476.4342,637.5,161.06580000000002,0.33806515149416233,2026-04-17T12:38:03.168615+00:00
2026-04-11,,633.4,,,2026-04-17T12:38:03.168615+00:00
2026-04-12,,630.23,,,2026-04-17T12:38:03.168615+00:00
2026-04-13,477.1488,636.5,159.3512,0.3339654212690046,2026-04-17T12:38:03.168615+00:00
2026-04-14,477.6259,639.94,162.31410000000005,0.3398352141288821,2026-04-17T12:38:03.168615+00:00
2026-04-15,478.5811,626.7,148.11890000000005,0.30949592451519725,2026-04-17T12:38:03.168615+00:00
2026-04-16,479.7775,622.67,142.89249999999998,0.29783076530266633,2026-04-17T12:38:03.168615+00:00
2026-04-17,480.2572,622.16,141.90279999999996,0.2954725093137593,2026-04-17T12:38:03.168615+00:00
